,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
5306,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,65.0,104,6760.0,3920.8000000000006,0.5800000000000001,Online
5307,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,52.0,169,8788.0,3515.2000000000003,0.4,Online
5308,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,54.0,175,9450.0,3591.0,0.38,Online
5309,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,53.0,147,7791.0,3194.31,0.41,Online
5310,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,64.0,150,9600.0,4128.0,0.43,Online
5311,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Apparel,77.0,124,9548.0,2864.4000000000005,0.30000000000000004,Online
5312,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,86.0,162,13932.0,8219.880000000001,0.5900000000000001,Online
5313,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,72.0,216,15552.0,6220.8,0.4,Online
5314,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,82.0,200,16400.0,5740.0,0.35,Online
5315,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,75.0,174,13050.0,5220.0,0.4,Online
5316,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,78.0,180,14040.0,5756.4,0.41,Online
5317,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,86.0,147,12642.0,4424.7,0.35,Online
5318,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,87.0,156,13572.0,7464.6,0.55,Online
5319,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,41.0,255,10455.0,5750.250000000001,0.55,Online
5320,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,44.0,189,8316.0,3908.52,0.47,Online
5321,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,32.0,169,5408.0,2055.04,0.38,Online
5322,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,37.0,145,5365.0,2199.65,0.41,Online
5323,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,51.0,165,8415.0,3786.7499999999995,0.44999999999999996,Online
5324,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,44.0,176,7744.0,5033.6,0.65,Online
5325,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,44.0,234,10296.0,5662.8,0.55,Online
5326,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,42.0,138,5796.0,2840.04,0.49,Online
5327,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,33.0,174,5742.0,2124.54,0.37,Online
5328,West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,37.0,133,4921.0,2066.8199999999997,0.42,Online
5329,West Gear,1185732,2021-02-10,Northeast,New York,Albany,Men's Apparel,50.0,154,7700.0,3541.9999999999995,0.45999999999999996,Online
5330,West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Apparel,42.0,182,7644.0,4892.16,0.64,Online
5331,West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Street Footwear,44.0,252,11088.0,6541.920000000001,0.5900000000000001,Online
5332,West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,44.0,165,7260.0,3339.6,0.45999999999999996,Online
5333,West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Street Footwear,33.0,161,5313.0,1912.6799999999998,0.36,Online
5334,West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,39.0,106,4134.0,1694.9399999999998,0.41,Online
5335,West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Apparel,51.0,133,6783.0,3323.67,0.49,Online
5336,West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Apparel,43.0,161,6923.0,4153.8,0.6,Online
5337,West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Street Footwear,42.0,248,10416.0,5832.960000000001,0.56,Online
5338,West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,43.0,147,6321.0,2844.45,0.44999999999999996,Online
5339,West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Street Footwear,34.0,152,5168.0,1860.48,0.36,Online
5340,West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,37.0,135,4995.0,2047.9499999999998,0.41,Online
5341,West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Apparel,50.0,124,6200.0,2914.0,0.47,Online
5342,West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Apparel,41.0,156,6396.0,4157.400000000001,0.65,Online
5343,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,50.0,261,13050.0,7830.0,0.6,Online
5344,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Athletic Footwear,53.0,161,8533.0,4010.5099999999998,0.47,Online
5345,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Street Footwear,49.0,160,7840.0,2822.4,0.36,Online
5346,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,47.0,130,6110.0,2444.0,0.4,Online
5347,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,56.0,137,7672.0,3759.2799999999997,0.49,Online
5348,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Apparel,59.0,169,9971.0,6281.7300000000005,0.63,Online
5349,West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,59.0,263,15517.0,8689.52,0.56,Online
5350,West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,54.0,175,9450.0,4536.0,0.48,Online
5351,West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Street Footwear,48.0,150,7200.0,2736.0,0.38,Online
5352,West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,49.0,144,7056.0,2892.96,0.41,Online
5353,West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Apparel,62.0,150,9300.0,4557.0,0.49,Online
5354,West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Apparel,69.0,181,12489.0,7743.18,0.62,Online
5355,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Street Footwear,59.0,247,14573.0,8015.150000000001,0.55,Online
5356,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,56.0,196,10976.0,4939.2,0.44999999999999996,Online
5357,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Street Footwear,51.0,169,8619.0,3016.6499999999996,0.35,Online
5358,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,53.0,150,7950.0,3418.5,0.43,Online
5359,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Apparel,62.0,168,10416.0,4791.36,0.45999999999999996,Online
5360,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,66.0,194,12804.0,8322.6,0.65,Online
5361,West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Street Footwear,62.0,250,15500.0,8680.0,0.56,Online
5362,West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,55.0,210,11550.0,5197.499999999999,0.44999999999999996,Online
5363,West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,51.0,188,9588.0,3451.68,0.36,Online
5364,West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Athletic Footwear,41.0,150,6150.0,2460.0,0.4,Online
5365,West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Apparel,52.0,149,7748.0,3719.04,0.48,Online
5366,West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Apparel,55.0,218,11990.0,7194.0,0.6,Online
5367,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Street Footwear,50.0,238,11900.0,7021.000000000001,0.5900000000000001,Online
5368,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Athletic Footwear,48.0,163,7824.0,3520.7999999999997,0.44999999999999996,Online
5369,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,41.0,138,5658.0,1980.3,0.35,Online
5370,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,44.0,137,6028.0,2471.48,0.41,Online
5371,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Apparel,51.0,131,6681.0,3206.8799999999997,0.48,Online
5372,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Apparel,59.0,156,9204.0,5522.4,0.6,Online
5373,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,57.0,208,11856.0,6757.920000000001,0.5700000000000001,Online
5374,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Athletic Footwear,46.0,156,7176.0,3300.9599999999996,0.45999999999999996,Online
5375,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,46.0,137,6302.0,2520.8,0.4,Online
5376,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,45.0,135,6075.0,2490.75,0.41,Online
5377,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Apparel,59.0,150,8850.0,4159.5,0.47,Online
5378,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Apparel,64.0,156,9984.0,6190.08,0.62,Online
5379,West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,56.0,217,12152.0,6683.6,0.55,Online
5380,West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Athletic Footwear,49.0,162,7938.0,3889.62,0.49,Online
5381,West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Street Footwear,45.0,147,6615.0,2381.4,0.36,Online
5382,West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,47.0,144,6768.0,2707.2000000000003,0.4,Online
5383,West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Apparel,62.0,154,9548.0,4296.599999999999,0.44999999999999996,Online
5384,West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Apparel,68.0,176,11968.0,7659.52,0.64,Online
5385,West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Street Footwear,59.0,245,14455.0,8383.900000000001,0.5800000000000001,Online
5386,West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Athletic Footwear,51.0,169,8619.0,4309.5,0.5,Online
5387,Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Street Footwear,52.0,163,8476.0,3305.6400000000003,0.39,Online
5388,Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,54.0,155,8370.0,3431.7,0.41,Online
5389,Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Men's Apparel,60.0,155,9300.0,4278.0,0.45999999999999996,Online
5390,Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,69.0,182,12558.0,8037.12,0.64,Online
5391,Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,39.0,216,8424.0,5307.12,0.63,Online
5392,Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,39.0,156,6084.0,2737.7999999999997,0.44999999999999996,Online
5393,Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,29.0,168,4872.0,2338.56,0.48,Online
5394,Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,34.0,131,4454.0,2093.3799999999997,0.47,Online
5395,Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Apparel,49.0,145,7105.0,3197.2499999999995,0.44999999999999996,Online
5396,Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Apparel,38.0,156,5928.0,2371.2000000000003,0.4,Online
5397,Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,37.0,238,8806.0,5371.66,0.61,Online
5398,Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,37.0,145,5365.0,2199.65,0.41,Online
5399,Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,29.0,143,4147.0,2032.03,0.49,Online
5400,Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,32.0,123,3936.0,1889.28,0.48,Online
5401,Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,47.0,145,6815.0,2794.1499999999996,0.41,Online
5402,Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,38.0,174,6612.0,2578.6800000000003,0.39,Online
5403,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,38.0,246,9348.0,5608.8,0.6,Online
5404,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,37.0,131,4847.0,2132.68,0.44,Online
5405,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,27.0,149,4023.0,1810.35,0.44999999999999996,Online
5406,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,33.0,112,3696.0,1737.12,0.47,Online
5407,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,47.0,126,5922.0,2664.8999999999996,0.44999999999999996,Online
5408,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,37.0,165,6105.0,2258.85,0.37,Online
5409,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,39.0,208,8112.0,5029.44,0.62,Online
5410,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,39.0,140,5460.0,2456.9999999999995,0.44999999999999996,Online
5411,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,28.0,145,4060.0,1867.6,0.45999999999999996,Online
5412,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,33.0,119,3927.0,1845.6899999999998,0.47,Online
5413,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,47.0,106,4982.0,2092.44,0.42,Online
5414,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,36.0,149,5364.0,1877.3999999999999,0.35,Online
5415,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,45.0,246,11070.0,7195.5,0.65,Online
5416,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,41.0,152,6232.0,2492.8,0.4,Online
5417,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,39.0,145,5655.0,2770.95,0.49,Online
5418,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,39.0,131,5109.0,2554.5,0.5,Online
5419,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,45.0,133,5985.0,2513.7,0.42,Online
5420,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,52.0,156,8112.0,3244.8,0.4,Online
5421,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,46.0,247,11362.0,7158.06,0.63,Online
5422,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,42.0,168,7056.0,2892.96,0.41,Online
5423,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,131,4978.0,2240.1,0.44999999999999996,Online
5424,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,140,5320.0,2500.3999999999996,0.47,Online
5425,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,49.0,135,6615.0,2910.6,0.44,Online
5426,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Apparel,50.0,163,8150.0,3015.5,0.37,Online
5427,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,48.0,228,10944.0,7004.16,0.64,Online
5428,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,44.0,163,7172.0,3083.96,0.43,Online
5429,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,149,5662.0,2717.7599999999998,0.48,Online
5430,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,39.0,150,5850.0,2749.5,0.47,Online
5431,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,48.0,137,6576.0,2761.92,0.42,Online
5432,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,51.0,196,9996.0,3598.56,0.36,Online
5433,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,47.0,255,11985.0,7670.400000000001,0.64,Online
5434,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,43.0,163,7009.0,2873.69,0.41,Online
5435,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,143,5434.0,2445.2999999999997,0.44999999999999996,Online
5436,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,147,5586.0,2737.14,0.49,Online
5437,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,47.0,140,6580.0,2697.7999999999997,0.41,Online
5438,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,52.0,196,10192.0,4076.8,0.4,Online
5439,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,48.0,208,9984.0,6389.76,0.64,Online
5440,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,44.0,150,6600.0,2838.0,0.43,Online
5441,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,137,5206.0,2394.7599999999998,0.45999999999999996,Online
5442,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,135,5130.0,2513.7,0.49,Online
5443,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Apparel,48.0,125,6000.0,2580.0,0.43,Online
5444,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,52.0,174,9048.0,3619.2000000000003,0.4,Online
5445,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,202,10100.0,6464.0,0.64,Online
5446,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,44.0,174,7656.0,3062.4,0.4,Online
5447,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,42.0,125,5250.0,2415.0,0.45999999999999996,Online
5448,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,41.0,119,4879.0,2244.3399999999997,0.45999999999999996,Online
5449,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,54.0,128,6912.0,3041.28,0.44,Online
5450,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,55.0,150,8250.0,3052.5,0.37,Online
5451,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,53.0,218,11554.0,7047.94,0.61,Online
5452,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,42.0,167,7014.0,3016.02,0.43,Online
5453,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Street Footwear,42.0,146,6132.0,3066.0,0.5,Online
5454,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,42.0,135,5670.0,2778.2999999999997,0.49,Online
5455,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,51.0,143,7293.0,2990.1299999999997,0.41,Online
5456,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,55.0,161,8855.0,3453.4500000000003,0.39,Online
5457,Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,52.0,224,11648.0,7105.28,0.61,Online
5458,Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,44.0,168,7392.0,3030.72,0.41,Online
5459,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,44.0,165,7260.0,3339.6,0.45999999999999996,Online
5460,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,44.0,135,5940.0,2910.6,0.49,Online
5461,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Apparel,54.0,145,7830.0,3523.4999999999995,0.44999999999999996,Online
5462,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Apparel,56.0,174,9744.0,3507.8399999999997,0.36,Online
5463,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Street Footwear,29.0,91,2639.0,1213.9399999999998,0.45999999999999996,Online
5464,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,36.0,105,3780.0,1738.8,0.45999999999999996,Online
5465,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Street Footwear,39.0,91,3549.0,1597.05,0.44999999999999996,Online
5466,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,54,2052.0,964.4399999999999,0.47,Online
5467,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Apparel,42.0,45,1890.0,963.9,0.51,Online
5468,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Apparel,38.0,116,4408.0,1983.6,0.44999999999999996,Online
5469,Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Street Footwear,27.0,113,3051.0,1403.4599999999998,0.45999999999999996,Online
5470,Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,36.0,105,3780.0,1700.9999999999998,0.44999999999999996,Online
5471,Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Women's Street Footwear,39.0,88,3432.0,1544.3999999999999,0.44999999999999996,Online
5472,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,38.0,58,2204.0,1102.0,0.5,Online
5473,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,42.0,38,1596.0,877.8000000000001,0.55,Online
5474,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,38.0,81,3078.0,1323.54,0.43,Online
5475,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,38.0,143,5434.0,2553.98,0.47,Online
5476,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,45.0,85,3825.0,1797.75,0.47,Online
5477,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,52.0,91,4732.0,2271.36,0.48,Online
5478,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,48.0,65,3120.0,1435.1999999999998,0.45999999999999996,Online
5479,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,51.0,30,1530.0,795.6,0.52,Online
5480,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,49.0,78,3822.0,1605.24,0.42,Online
5481,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Street Footwear,52.0,124,6448.0,3095.04,0.48,Online
5482,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,59.0,69,4071.0,1954.08,0.48,Online
5483,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,57.0,85,4845.0,2374.05,0.49,Online
5484,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,42.0,56,2352.0,1105.4399999999998,0.47,Online
5485,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,49.0,35,1715.0,874.65,0.51,Online
5486,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,64.0,78,4992.0,2196.48,0.44,Online
5487,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,46.0,125,5750.0,2645.0,0.45999999999999996,Online
5488,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,51.0,98,4998.0,2249.1,0.44999999999999996,Online
5489,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,50.0,88,4400.0,2200.0,0.5,Online
5490,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,47.0,69,3243.0,1621.5,0.5,Online
5491,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,44.0,49,2156.0,1164.24,0.54,Online
5492,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,56.0,152,8512.0,3660.16,0.43,Online
5493,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,53.0,233,12349.0,5804.03,0.47,Online
5494,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,62.0,176,10912.0,5019.5199999999995,0.45999999999999996,Online
5495,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,73.0,195,14235.0,6832.8,0.48,Online
5496,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,72.0,142,10224.0,5009.76,0.49,Online
5497,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Apparel,81.0,104,8424.0,4296.24,0.51,Online
5498,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,96.0,182,17472.0,6988.8,0.4,Online
5499,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,79.0,255,20145.0,10072.5,0.5,Online
5500,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,81.0,203,16443.0,8221.5,0.5,Online
5501,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Street Footwear,86.0,182,15652.0,7043.4,0.44999999999999996,Online
5502,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,82.0,149,12218.0,5620.28,0.45999999999999996,Online
5503,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Apparel,85.0,162,13770.0,7573.500000000001,0.55,Online
5504,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,96.0,180,17280.0,6912.0,0.4,Online
5505,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,83.0,240,19920.0,8964.0,0.44999999999999996,Online
5506,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,76.0,202,15352.0,7368.96,0.48,Online
5507,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,69.0,189,13041.0,6259.679999999999,0.48,Online
